Area,Year,Population
Fiji,1933,
Finland,1933,3526000
France,1933,41890000
French Guiana,1933,
French Polynesia,1933,
Gabon,1933,
Gambia,1933,
Georgia,1933,
Germany,1933,66027000
Ghana,1933,
Gibraltar,1933,
Greece,1933,6591000
Greenland,1933,
Grenada,1933,
Guadeloupe,1933,
Guam,1933,
Guatemala,1933,2023930
Guernsey,1933,
Guinea,1933,
Guinea-Bissau,1933,
Guyana,1933,
Haiti,1933,2517000
Holy See,1933,
Honduras,1933,1010000
Hong Kong - China,1933,923000
Hungary,1933,8848000
Iceland,1933,
India,1933,
Indonesia,1933,59945213
Iran,1933,
Iraq,1933,
Ireland,1933,2962000
Isle of Man,1933,
Israel,1933,649925
Italy,1933,41753000
Jamaica,1933,1082000
Japan,1933,67182000
Jersey,1933,
Jordan,1933,
Kazakhstan,1933,
Kenya,1933,
Kiribati,1933,
Korea - Dem. Rep.,1933,
Korea - Rep.,1933,14562000
Korea - United,1933,
Kosovo,1933,
Kuwait,1933,
Kyrgyzstan,1933,
Laos,1933,
Latvia,1933,
Lebanon,1933,
Lesotho,1933,
Liberia,1933,
Libya,1933,
Liechtenstein,1933,
Lithuania,1933,
Luxembourg,1933,
Macao - China,1933,
Macedonia - FYR,1933,
Madagascar,1933,
Malawi,1933,
Malaysia,1933,4697000
Maldives,1933,
Mali,1933,
Malta,1933,
Marshall Islands,1933,
Martinique,1933,
Mauritania,1933,
Mauritius,1933,
Mayotte,1933,
Mexico,1933,18115000
Micronesia - Fed. Sts.,1933,
Moldova,1933,
Monaco,1933,
Mongolia,1933,
Montenegro,1933,
Montserrat,1933,
Morocco,1933,
Mozambique,1933,
Myanmar,1933,15075000
Namibia,1933,
Nauru,1933,
Nepal,1933,
Netherlands,1933,8237000
Netherlands Antilles,1933,
New Caledonia,1933,
New Zealand,1933,1540000
Ngorno-Karabakh,1933,
Nicaragua,1933,825651
Niger,1933,
Nigeria,1933,
Niue,1933,
Norfolk Island,1933,
Northern Cyprus,1933,
Northern Mariana Islands,1933,
Norway,1933,2858000
Oman,1933,
Pakistan,1933,
Palau,1933,
Panama,1933,559000
Papua New Guinea,1933,
Paraguay,1933,944000
Peru,1933,5752000
Philippines,1933,12325715
Pitcairn,1933,
Poland,1933,29421000
Portugal,1933,7040000
Puerto Rico,1933,1647000
Qatar,1933,
Reunion,1933,
Romania,1933,14730000
Russia,1933,
Rwanda,1933,
Saint Barthélemy,1933,
Saint Helena,1933,
Saint Kitts and Nevis,1933,
Saint Lucia,1933,
Saint Martin,1933,
Saint Vincent and the Grenadines,1933,
Saint-Pierre-et-Miquelon,1933,
Samoa,1933,
San Marino,1933,
Sao Tome and Principe,1933,
Saudi Arabia,1933,
Senegal,1933,
Serbia,1933,
Serbia and Montenegro,1933,
Serbia excluding Kosovo,1933,
Seychelles,1933,
Sierra Leone,1933,
Singapore,1933,515000
Slovak Republic,1933,
Slovenia,1933,
Solomon Islands,1933,
Somalia,1933,
Somaliland,1933,
South Africa,1933,
South Ossetia,1933,
South Sudan,1933,
Spain,1933,24122000
Sri Lanka,1933,5825000
Sudan,1933,
Suriname,1933,
Svalbard,1933,
Swaziland,1933,
Sweden,1933,6187929
Switzerland,1933,4122000
Syria,1933,
Taiwan,1933,4995000
Tajikistan,1933,
Tanzania,1933,
Thailand,1933,13399000
Timor-Leste,1933,
Togo,1933,
Tokelau,1933,
Tonga,1933,
Transnistria,1933,
Trinidad and Tobago,1933,422000
Tunisia,1933,
Turkey,1933,15658000
Turkmenistan,1933,
Turks and Caicos Islands,1933,
Tuvalu,1933,
Uganda,1933,
Ukraine,1933,
United Arab Emirates,1933,
United Kingdom,1933,46520000
United States,1933,126180000
Uruguay,1933,1799000
USSR,1933,177401000
Uzbekistan,1933,
Wallis et Futuna,1933,
Vanuatu,1933,
Venezuela,1933,3401000
West Bank and Gaza,1933,513691
West Germany,1933,
Western Sahara,1933,
Vietnam,1933,
Virgin Islands (U.S.),1933,
Yemen Arab Republic (Former),1933,
Yemen Democratic (Former),1933,
Yemen - Rep.,1933,
Yugoslavia,1933,15022000
Zambia,1933,
Zimbabwe,1933,
Åland,1933,
Abkhazia,1934,
Afghanistan,1934,
Akrotiri and Dhekelia,1934,
Albania,1934,1003000
Algeria,1934,
American Samoa,1934,
Andorra,1934,
Angola,1934,
Anguilla,1934,
Antigua and Barbuda,1934,
Argentina,1934,12834000
Armenia,1934,
Aruba,1934,
Australia,1934,6682000
Austria,1934,6760000
Azerbaijan,1934,
Bahamas,1934,
Bahrain,1934,
Bangladesh,1934,
Barbados,1934,
Belarus,1934,
Belgium,1934,8262000
Belize,1934,
Benin,1934,
Bermuda,1934,
Bhutan,1934,
Bolivia,1934,2511000
Bosnia and Herzegovina,1934,
Botswana,1934,
Brazil,1934,36404000
British Virgin Islands,1934,
Brunei,1934,
Bulgaria,1934,6349000
Burkina Faso,1934,
Burundi,1934,
Cambodia,1934,
Cameroon,1934,
Canada,1934,11030000
Cape Verde,1934,
Cayman Islands,1934,
Central African Rep.,1934,
Chad,1934,
Channel Islands,1934,
Chile,1934,4547615
China,1934,502639000
Christmas Island,1934,
Cocos Island,1934,
Colombia,1934,8299000
Comoros,1934,
Congo - Dem. Rep.,1934,
Congo - Rep.,1934,
Cook Islands,1934,
Costa Rica,1934,
Cote d'Ivoire,1934,
Croatia,1934,
Cuba,1934,4137000
Cyprus,1934,
Czech Rep.,1934,
Czechoslovakia,1934,14282000
Denmark,1934,3666000
Djibouti,1934,
Dominica,1934,
Dominican Rep.,1934,1438000
East Germany,1934,
Ecuador,1934,2140000
Egypt,1934,
El Salvador,1934,
Equatorial Guinea,1934,
Eritrea,1934,
Eritrea and Ethiopia,1934,
Estonia,1934,
Ethiopia,1934,
Faeroe Islands,1934,
Falkland Islands (Malvinas),1934,
Fiji,1934,
Finland,1934,3549000
France,1934,41950000
French Guiana,1934,
French Polynesia,1934,
Gabon,1934,
Gambia,1934,
Georgia,1934,
Germany,1934,66409000
Ghana,1934,
Gibraltar,1934,
Greece,1934,6688000
Greenland,1934,
Grenada,1934,
Guadeloupe,1934,
Guam,1934,
Guatemala,1934,2055719
Guernsey,1934,
Guinea,1934,
Guinea-Bissau,1934,
Guyana,1934,
Haiti,1934,2549000
Holy See,1934,
Honduras,1934,1020000
Hong Kong - China,1934,944000
Hungary,1934,8919000
Iceland,1934,
India,1934,
Indonesia,1934,60827623
Iran,1934,
Iraq,1934,
Ireland,1934,2971000
Isle of Man,1934,
Israel,1934,689309
Italy,1934,42093000
Jamaica,1934,1098000
Japan,1934,68090000
Jersey,1934,
Jordan,1934,
Kazakhstan,1934,
Kenya,1934,
Kiribati,1934,
Korea - Dem. Rep.,1934,
Korea - Rep.,1934,14789000
Korea - United,1934,
Kosovo,1934,
Kuwait,1934,
Kyrgyzstan,1934,
Laos,1934,
Latvia,1934,
Lebanon,1934,
Lesotho,1934,
Liberia,1934,
Libya,1934,
Liechtenstein,1934,
Lithuania,1934,
Luxembourg,1934,
Macao - China,1934,
Macedonia - FYR,1934,
Madagascar,1934,
Malawi,1934,
Malaysia,1934,4793000
Maldives,1934,
Mali,1934,
Malta,1934,
Marshall Islands,1934,
Martinique,1934,
Mauritania,1934,
Mauritius,1934,
Mayotte,1934,
Mexico,1934,18445000
Micronesia - Fed. Sts.,1934,
Moldova,1934,
Monaco,1934,
Mongolia,1934,
Montenegro,1934,
Montserrat,1934,
Morocco,1934,
Mozambique,1934,
Myanmar,1934,15283000
Namibia,1934,
Nauru,1934,
Nepal,1934,
Netherlands,1934,8341000
Netherlands Antilles,1934,
New Caledonia,1934,
New Zealand,1934,1552000
Ngorno-Karabakh,1934,
Nicaragua,1934,837446
Niger,1934,
Nigeria,1934,
Niue,1934,
Norfolk Island,1934,
Northern Cyprus,1934,
Northern Mariana Islands,1934,
Norway,1934,2874000
Oman,1934,
Pakistan,1934,
Palau,1934,
Panama,1934,576000
Papua New Guinea,1934,
Paraguay,1934,966000
Peru,1934,5846000
Philippines,1934,12620842
Pitcairn,1934,
Poland,1934,29771000
Portugal,1934,7127000
Puerto Rico,1934,1679000
Qatar,1934,
Reunion,1934,
Romania,1934,14924000
Russia,1934,
Rwanda,1934,
Saint Barthélemy,1934,
Saint Helena,1934,
Saint Kitts and Nevis,1934,
Saint Lucia,1934,
Saint Martin,1934,
Saint Vincent and the Grenadines,1934,
Saint-Pierre-et-Miquelon,1934,
Samoa,1934,
San Marino,1934,
Sao Tome and Principe,1934,
Saudi Arabia,1934,
Senegal,1934,
Serbia,1934,
Serbia and Montenegro,1934,
Serbia excluding Kosovo,1934,
Seychelles,1934,
Sierra Leone,1934,
Singapore,1934,525000
Slovak Republic,1934,
Slovenia,1934,
Solomon Islands,1934,
Somalia,1934,
Somaliland,1934,
South Africa,1934,
South Ossetia,1934,
South Sudan,1934,
Spain,1934,24349000
Sri Lanka,1934,5872000
Sudan,1934,
Suriname,1934,
Svalbard,1934,
Swaziland,1934,
Sweden,1934,6210013
Switzerland,1934,4140000
Syria,1934,
Taiwan,1934,5128000
Tajikistan,1934,
Tanzania,1934,
Thailand,1934,13718000
Timor-Leste,1934,
Togo,1934,
Tokelau,1934,
Tonga,1934,
Transnistria,1934,
Trinidad and Tobago,1934,428000
Tunisia,1934,
Turkey,1934,15906000
Turkmenistan,1934,
Turks and Caicos Islands,1934,
Tuvalu,1934,
Uganda,1934,
Ukraine,1934,
United Arab Emirates,1934,
United Kingdom,1934,46666000
United States,1934,126978000
Uruguay,1934,1829000
USSR,1934,178453000
Uzbekistan,1934,
Wallis et Futuna,1934,
Vanuatu,1934,
Venezuela,1934,3431000
West Bank and Gaza,1934,544820
West Germany,1934,
Western Sahara,1934,
Vietnam,1934,
Virgin Islands (U.S.),1934,
Yemen Arab Republic (Former),1934,
Yemen Democratic (Former),1934,
Yemen - Rep.,1934,
Yugoslavia,1934,15228000
Zambia,1934,
Zimbabwe,1934,
Åland,1934,
Abkhazia,1935,
Afghanistan,1935,
Akrotiri and Dhekelia,1935,
Albania,1935,1009000
Algeria,1935,
American Samoa,1935,
Andorra,1935,
Angola,1935,
Anguilla,1935,
Antigua and Barbuda,1935,
Argentina,1935,13044000
Armenia,1935,
Aruba,1935,
Australia,1935,6732000
Austria,1935,6761000
Azerbaijan,1935,
Bahamas,1935,
Bahrain,1935,
Bangladesh,1935,
Barbados,1935,
Belarus,1935,
Belgium,1935,8288000
Belize,1935,
Benin,1935,
Bermuda,1935,
Bhutan,1935,
Bolivia,1935,2540000
Bosnia and Herzegovina,1935,
Botswana,1935,
Brazil,1935,37150000
British Virgin Islands,1935,
Brunei,1935,
Bulgaria,1935,6415000
Burkina Faso,1935,
Burundi,1935,
Cambodia,1935,
Cameroon,1935,
Canada,1935,11136000
Cape Verde,1935,
Cayman Islands,1935,
Central African Rep.,1935,
Chad,1935,
Channel Islands,1935,
Chile,1935,4625112
China,1935,505292000
Christmas Island,1935,
Cocos Island,1935,
Colombia,1935,8398000
Comoros,1935,
Congo - Dem. Rep.,1935,
Congo - Rep.,1935,
Cook Islands,1935,
Costa Rica,1935,
Cote d'Ivoire,1935,
Croatia,1935,
Cuba,1935,4221000
Cyprus,1935,
Czech Rep.,1935,
Czechoslovakia,1935,14339000
Denmark,1935,3695000
Djibouti,1935,
Dominica,1935,
Dominican Rep.,1935,1484000
East Germany,1935,
Ecuador,1935,2196000
Egypt,1935,
El Salvador,1935,
Equatorial Guinea,1935,
Eritrea,1935,
Eritrea and Ethiopia,1935,
Estonia,1935,
Ethiopia,1935,
Faeroe Islands,1935,
Falkland Islands (Malvinas),1935,
Fiji,1935,
Finland,1935,3576000
France,1935,41940000
French Guiana,1935,
French Polynesia,1935,
Gabon,1935,
Gambia,1935,
Georgia,1935,
Germany,1935,66871000
Ghana,1935,
Gibraltar,1935,
Greece,1935,6793000
Greenland,1935,
Grenada,1935,
Guadeloupe,1935,
Guam,1935,
Guatemala,1935,2098105
Guernsey,1935,
Guinea,1935,
Guinea-Bissau,1935,
Guyana,1935,
Haiti,1935,2582000
Holy See,1935,
Honduras,1935,1040000
Hong Kong - China,1935,966000
Hungary,1935,8985000
Iceland,1935,
India,1935,
Indonesia,1935,61723289
Iran,1935,
Iraq,1935,
Ireland,1935,2971000
Isle of Man,1935,
Israel,1935,744301
Italy,1935,42429000
Jamaica,1935,1113000
Japan,1935,69238000
Jersey,1935,
Jordan,1935,
Kazakhstan,1935,
Kenya,1935,
Kiribati,1935,
Korea - Dem. Rep.,1935,
Korea - Rep.,1935,15020000
Korea - United,1935,
Kosovo,1935,
Kuwait,1935,
Kyrgyzstan,1935,
Laos,1935,
Latvia,1935,
Lebanon,1935,
Lesotho,1935,
Liberia,1935,
Libya,1935,
Liechtenstein,1935,
Lithuania,1935,
Luxembourg,1935,
Macao - China,1935,
Macedonia - FYR,1935,
Madagascar,1935,
Malawi,1935,
Malaysia,1935,4890000
Maldives,1935,
Mali,1935,
Malta,1935,
Marshall Islands,1935,
Martinique,1935,
Mauritania,1935,
Mauritius,1935,
Mayotte,1935,
Mexico,1935,18781000
Micronesia - Fed. Sts.,1935,
Moldova,1935,
Monaco,1935,
Mongolia,1935,
Montenegro,1935,
Montserrat,1935,
Morocco,1935,
Mozambique,1935,
Myanmar,1935,15494000
Namibia,1935,
Nauru,1935,
Nepal,1935,
Netherlands,1935,8434000
Netherlands Antilles,1935,
New Caledonia,1935,
New Zealand,1935,1562000
Ngorno-Karabakh,1935,
Nicaragua,1935,861036
Niger,1935,
Nigeria,1935,
Niue,1935,
Norfolk Island,1935,
Northern Cyprus,1935,
Northern Mariana Islands,1935,
Norway,1935,2889000
Oman,1935,
Pakistan,1935,
Palau,1935,
Panama,1935,592000
Papua New Guinea,1935,
Paraguay,1935,988000
Peru,1935,5941000
Philippines,1935,12922064
Pitcairn,1935,
Poland,1935,30129000
Portugal,1935,7216000
Puerto Rico,1935,1710000
Qatar,1935,
Reunion,1935,
Romania,1935,15069000
Russia,1935,
Rwanda,1935,
Saint Barthélemy,1935,
Saint Helena,1935,
Saint Kitts and Nevis,1935,
Saint Lucia,1935,
Saint Martin,1935,
Saint Vincent and the Grenadines,1935,
Saint-Pierre-et-Miquelon,1935,
Samoa,1935,
San Marino,1935,
Sao Tome and Principe,1935,
Saudi Arabia,1935,
Senegal,1935,
Serbia,1935,
Serbia and Montenegro,1935,
Serbia excluding Kosovo,1935,
Seychelles,1935,
Sierra Leone,1935,
Singapore,1935,572000
Slovak Republic,1935,
Slovenia,1935,
Solomon Islands,1935,
Somalia,1935,
Somaliland,1935,
South Africa,1935,
South Ossetia,1935,
South Sudan,1935,
Spain,1935,24579000
Sri Lanka,1935,5897000
Sudan,1935,
Suriname,1935,
Svalbard,1935,
Swaziland,1935,
Sweden,1935,6231741
Switzerland,1935,4155000
Syria,1935,
Taiwan,1935,5255000
Tajikistan,1935,
Tanzania,1935,
Thailand,1935,14045000
Timor-Leste,1935,461000
Togo,1935,
Tokelau,1935,
Tonga,1935,
Transnistria,1935,
Trinidad and Tobago,1935,435000
Tunisia,1935,
Turkey,1935,16158000
Turkmenistan,1935,
Turks and Caicos Islands,1935,
Tuvalu,1935,
Uganda,1935,
Ukraine,1935,
United Arab Emirates,1935,
United Kingdom,1935,46868000
United States,1935,127859000
Uruguay,1935,1859000
USSR,1935,179636000
Uzbekistan,1935,
Wallis et Futuna,1935,
Vanuatu,1935,
Venezuela,1935,3465000
West Bank and Gaza,1935,588286
West Germany,1935,
Western Sahara,1935,
Vietnam,1935,
Virgin Islands (U.S.),1935,
Yemen Arab Republic (Former),1935,
Yemen Democratic (Former),1935,
Yemen - Rep.,1935,
Yugoslavia,1935,15439000
Zambia,1935,
Zimbabwe,1935,
Åland,1935,
Abkhazia,1936,
Afghanistan,1936,
Akrotiri and Dhekelia,1936,
Albania,1936,1014000
Algeria,1936,
American Samoa,1936,
Andorra,1936,
Angola,1936,
Anguilla,1936,
Antigua and Barbuda,1936,
Argentina,1936,13260000
Armenia,1936,
Aruba,1936,
Australia,1936,6783000
Austria,1936,6758000
Azerbaijan,1936,
Bahamas,1936,
Bahrain,1936,
Bangladesh,1936,
Barbados,1936,
Belarus,1936,
Belgium,1936,8315000
Belize,1936,
Benin,1936,
Bermuda,1936,
Bhutan,1936,
Bolivia,1936,2569000
Bosnia and Herzegovina,1936,
Botswana,1936,266000
Brazil,1936,37911000
British Virgin Islands,1936,
Brunei,1936,
Bulgaria,1936,6469000
Burkina Faso,1936,
Burundi,1936,
Cambodia,1936,
Cameroon,1936,3241694
Canada,1936,11243000
Cape Verde,1936,
Cayman Islands,1936,
Central African Rep.,1936,834000
Chad,1936,1432000
Channel Islands,1936,
Chile,1936,4705534
China,1936,507959000
Christmas Island,1936,
Cocos Island,1936,
Colombia,1936,8498000
Comoros,1936,
Congo - Dem. Rep.,1936,
Congo - Rep.,1936,
Cook Islands,1936,12000
Costa Rica,1936,
Cote d'Ivoire,1936,
Croatia,1936,
Cuba,1936,4289000
Cyprus,1936,
Czech Rep.,1936,
Czechoslovakia,1936,14387000
Denmark,1936,3722000
Djibouti,1936,
Dominica,1936,
Dominican Rep.,1936,1520000
East Germany,1936,15614000
Ecuador,1936,2249000
Egypt,1936,
El Salvador,1936,
Equatorial Guinea,1936,
Eritrea,1936,
Eritrea and Ethiopia,1936,
Estonia,1936,
Ethiopia,1936,
Faeroe Islands,1936,
Falkland Islands (Malvinas),1936,
Fiji,1936,198000
Finland,1936,3601000
France,1936,41910000
French Guiana,1936,
French Polynesia,1936,44000
Gabon,1936,
Gambia,1936,
Georgia,1936,
Germany,1936,67349000
Ghana,1936,
Gibraltar,1936,
Greece,1936,6886000
Greenland,1936,
Grenada,1936,
Guadeloupe,1936,
Guam,1936,
Guatemala,1936,2140491
Guernsey,1936,
Guinea,1936,
Guinea-Bissau,1936,
Guyana,1936,
Haiti,1936,2615000
Holy See,1936,
Honduras,1936,1060000
Hong Kong - China,1936,988000
Hungary,1936,9046000
Iceland,1936,
India,1936,
Indonesia,1936,62634103
Iran,1936,
Iraq,1936,
Ireland,1936,2967000
Isle of Man,1936,
Israel,1936,775728
Italy,1936,42750000
Jamaica,1936,1130000
Japan,1936,70171000
Jersey,1936,
Jordan,1936,
Kazakhstan,1936,
Kenya,1936,
Kiribati,1936,
Korea - Dem. Rep.,1936,
Korea - Rep.,1936,15139000
Korea - United,1936,
Kosovo,1936,
Kuwait,1936,
Kyrgyzstan,1936,
Laos,1936,
Latvia,1936,
Lebanon,1936,
Lesotho,1936,
Liberia,1936,
Libya,1936,
Liechtenstein,1936,
Lithuania,1936,
Luxembourg,1936,
Macao - China,1936,
Macedonia - FYR,1936,
Madagascar,1936,
Malawi,1936,
Malaysia,1936,4993000
Maldives,1936,
Mali,1936,
Malta,1936,
Marshall Islands,1936,
Martinique,1936,
Mauritania,1936,
Mauritius,1936,
Mayotte,1936,
Mexico,1936,19040000
Micronesia - Fed. Sts.,1936,
Moldova,1936,
Monaco,1936,
Mongolia,1936,
Montenegro,1936,
Montserrat,1936,
Morocco,1936,
Mozambique,1936,
Myanmar,1936,15708000
Namibia,1936,
Nauru,1936,
Nepal,1936,
Netherlands,1936,8516000
Netherlands Antilles,1936,
New Caledonia,1936,
New Zealand,1936,1573000
Ngorno-Karabakh,1936,
Nicaragua,1936,884626
Niger,1936,
Nigeria,1936,
Niue,1936,
Norfolk Island,1936,
Northern Cyprus,1936,
Northern Mariana Islands,1936,
Norway,1936,2904000
Oman,1936,
Pakistan,1936,
Palau,1936,
Panama,1936,608000
Papua New Guinea,1936,
Paraguay,1936,1012000
Peru,1936,6038000
Philippines,1936,13231992
Pitcairn,1936,
Poland,1936,30471000
Portugal,1936,7305000
Puerto Rico,1936,1743000
Qatar,1936,
Reunion,1936,
Romania,1936,15256000
Russia,1936,
Rwanda,1936,
Saint Barthélemy,1936,
Saint Helena,1936,
Saint Kitts and Nevis,1936,
Saint Lucia,1936,
Saint Martin,1936,
Saint Vincent and the Grenadines,1936,
Saint-Pierre-et-Miquelon,1936,
Samoa,1936,56000
San Marino,1936,
Sao Tome and Principe,1936,
Saudi Arabia,1936,
Senegal,1936,
Serbia,1936,
Serbia and Montenegro,1936,
Serbia excluding Kosovo,1936,
Seychelles,1936,
Sierra Leone,1936,
Singapore,1936,603000
Slovak Republic,1936,
Slovenia,1936,
Solomon Islands,1936,
Somalia,1936,
Somaliland,1936,
South Africa,1936,
South Ossetia,1936,
South Sudan,1936,
Spain,1936,24810000
Sri Lanka,1936,5943000
Sudan,1936,
Suriname,1936,
Svalbard,1936,
Swaziland,1936,157000
Sweden,1936,6250627
Switzerland,1936,4168000
Syria,1936,
Taiwan,1936,5384000
Tajikistan,1936,
Tanzania,1936,
Thailand,1936,14379000
Timor-Leste,1936,
Togo,1936,
Tokelau,1936,
Tonga,1936,
Transnistria,1936,
Trinidad and Tobago,1936,442000
Tunisia,1936,
Turkey,1936,16434000
Turkmenistan,1936,
Turks and Caicos Islands,1936,
Tuvalu,1936,
Uganda,1936,
Ukraine,1936,
United Arab Emirates,1936,
United Kingdom,1936,47081000
United States,1936,128681000
Uruguay,1936,1889000
USSR,1936,181502000
Uzbekistan,1936,
Wallis et Futuna,1936,
Vanuatu,1936,
Venezuela,1936,3510000
West Bank and Gaza,1936,613124
West Germany,1936,42208000
Western Sahara,1936,
Vietnam,1936,
Virgin Islands (U.S.),1936,
Yemen Arab Republic (Former),1936,
Yemen Democratic (Former),1936,
Yemen - Rep.,1936,
Yugoslavia,1936,15651000
Zambia,1936,
Zimbabwe,1936,
Åland,1936,
Abkhazia,1937,
Afghanistan,1937,
Akrotiri and Dhekelia,1937,
Albania,1937,1030000
Algeria,1937,
American Samoa,1937,
Andorra,1937,
Angola,1937,
Anguilla,1937,
Antigua and Barbuda,1937,
Argentina,1937,13490000
Armenia,1937,
Aruba,1937,
Australia,1937,6841000
Austria,1937,6755000
Azerbaijan,1937,
Bahamas,1937,
Bahrain,1937,
Bangladesh,1937,
Barbados,1937,
Belarus,1937,
Belgium,1937,8346000
Belize,1937,
Benin,1937,
Bermuda,1937,
Bhutan,1937,
Bolivia,1937,2599000
Bosnia and Herzegovina,1937,
Botswana,1937,
Brazil,1937,38687000
British Virgin Islands,1937,
Brunei,1937,
Bulgaria,1937,6514000
Burkina Faso,1937,
Burundi,1937,
Cambodia,1937,
Cameroon,1937,
Canada,1937,11341000
Cape Verde,1937,
Cayman Islands,1937,
Central African Rep.,1937,
Chad,1937,
Channel Islands,1937,
Chile,1937,4788901
China,1937,510640000
Christmas Island,1937,
Cocos Island,1937,
Colombia,1937,8599000
Comoros,1937,
Congo - Dem. Rep.,1937,
Congo - Rep.,1937,
Cook Islands,1937,
Costa Rica,1937,
Cote d'Ivoire,1937,
Croatia,1937,
Cuba,1937,4357000
Cyprus,1937,
Czech Rep.,1937,
Czechoslovakia,1937,14429000
Denmark,1937,3749000
Djibouti,1937,
Dominica,1937,
Dominican Rep.,1937,1558000
East Germany,1937,
Ecuador,1937,2298000
Egypt,1937,
El Salvador,1937,
Equatorial Guinea,1937,
Eritrea,1937,
Eritrea and Ethiopia,1937,
Estonia,1937,
Ethiopia,1937,
Faeroe Islands,1937,
Falkland Islands (Malvinas),1937,
Fiji,1937,
Finland,1937,3626000
France,1937,41930000
French Guiana,1937,
